x_mm,y_mm,irradiance_lux
-510.00,-870.00,159.578089
-480.00,-870.00,165.794965
-450.00,-870.00,172.037991
-420.00,-870.00,178.228542
-390.00,-870.00,184.296107
-360.00,-870.00,190.242029
-330.00,-870.00,195.993857
-300.00,-870.00,201.472712
-270.00,-870.00,206.679215
-240.00,-870.00,211.506187
-210.00,-870.00,215.928732
-180.00,-870.00,219.925179
-150.00,-870.00,223.335342
-120.00,-870.00,226.230769
-90.00,-870.00,228.531460
-60.00,-870.00,230.192931
-30.00,-870.00,231.267627
0.00,-870.00,231.577783
30.00,-870.00,231.267627
60.00,-870.00,230.192931
90.00,-870.00,228.531460
120.00,-870.00,226.230769
150.00,-870.00,223.335342
180.00,-870.00,219.925179
210.00,-870.00,215.928732
240.00,-870.00,211.506187
270.00,-870.00,206.679215
300.00,-870.00,201.472712
330.00,-870.00,195.993857
360.00,-870.00,190.242029
390.00,-870.00,184.296107
420.00,-870.00,178.228542
450.00,-870.00,172.037991
480.00,-870.00,165.794965
510.00,-870.00,159.578089
540.00,-870.00,153.420682
570.00,-870.00,147.233883
600.00,-870.00,141.261115
630.00,-870.00,135.294936
660.00,-870.00,129.540462
690.00,-870.00,123.904491
720.00,-870.00,118.435618
750.00,-870.00,113.157889
780.00,-870.00,108.047355
810.00,-870.00,103.124054
840.00,-870.00,98.430522
870.00,-870.00,93.885647
900.00,-870.00,89.554857
930.00,-870.00,85.397643
960.00,-870.00,81.435272
990.00,-870.00,77.661672
1020.00,-870.00,74.050732
1050.00,-870.00,70.628458
1080.00,-870.00,67.219622
1110.00,-870.00,63.691561
1140.00,-870.00,60.350782
1170.00,-870.00,57.188701
1200.00,-870.00,54.196826
1230.00,-870.00,51.366817
1260.00,-870.00,48.690529
1290.00,-870.00,46.311258
1320.00,-870.00,43.912533
1350.00,-870.00,41.690463
1380.00,-870.00,39.634184
1410.00,-870.00,37.644123
1440.00,-870.00,35.803479
1470.00,-870.00,34.059916
1500.00,-870.00,32.409765
-1500.00,-840.00,33.344224
-1470.00,-840.00,35.064906
-1440.00,-840.00,36.883198
-1410.00,-840.00,38.850918
-1380.00,-840.00,40.886674
-1350.00,-840.00,43.088882
-1320.00,-840.00,45.468845
-1290.00,-840.00,47.859523
-1260.00,-840.00,50.496735
-1230.00,-840.00,53.316812
-1200.00,-840.00,56.303113
-1170.00,-840.00,59.464868
-1140.00,-840.00,62.811590
-1110.00,-840.00,66.353020
-1080.00,-840.00,69.951946
-1050.00,-840.00,73.438483
-1020.00,-840.00,77.105014
-990.00,-840.00,80.958824
-960.00,-840.00,85.006304
-930.00,-840.00,89.277067
-900.00,-840.00,93.729507
-870.00,-840.00,98.430518
-840.00,-840.00,103.305523
-810.00,-840.00,108.438825
-780.00,-840.00,113.775142
-750.00,-840.00,119.343275
-720.00,-840.00,125.108260
-690.00,-840.00,131.096260
-660.00,-840.00,137.283580
-630.00,-840.00,143.637657
-600.00,-840.00,150.200463
-570.00,-840.00,156.895170
-540.00,-840.00,163.695480
-510.00,-840.00,170.590996
-480.00,-840.00,177.550232
-450.00,-840.00,184.535328
-420.00,-840.00,191.427405
-390.00,-840.00,198.327407
-360.00,-840.00,205.005280
-330.00,-840.00,211.505937
-300.00,-840.00,217.744196
-270.00,-840.00,223.687002
-240.00,-840.00,229.198991
-210.00,-840.00,234.339992
-180.00,-840.00,239.005255
-150.00,-840.00,243.108728
-120.00,-840.00,246.536990
-90.00,-840.00,249.243982
-60.00,-840.00,251.287486
-30.00,-840.00,252.498725
0.00,-840.00,252.949711
30.00,-840.00,252.498725
60.00,-840.00,251.287486
90.00,-840.00,249.243982
120.00,-840.00,246.536990
150.00,-840.00,243.108728
180.00,-840.00,239.005255
210.00,-840.00,234.339992
240.00,-840.00,229.198991
270.00,-840.00,223.687002
300.00,-840.00,217.744196
330.00,-840.00,211.505937
360.00,-840.00,205.005280
390.00,-840.00,198.327407
420.00,-840.00,191.427405
450.00,-840.00,184.535328
480.00,-840.00,177.550232
510.00,-840.00,170.590996
540.00,-840.00,163.695480
570.00,-840.00,156.895170
600.00,-840.00,150.200463
630.00,-840.00,143.637657
660.00,-840.00,137.283580
690.00,-840.00,131.096260
720.00,-840.00,125.108260
750.00,-840.00,119.343275
780.00,-840.00,113.775142
810.00,-840.00,108.438825
840.00,-840.00,103.305523
870.00,-840.00,98.430518
900.00,-840.00,93.729507
930.00,-840.00,89.277067
960.00,-840.00,85.006304
990.00,-840.00,80.958824
1020.00,-840.00,77.105014
1050.00,-840.00,73.438483
1080.00,-840.00,69.951946
1110.00,-840.00,66.353020
1140.00,-840.00,62.811590
1170.00,-840.00,59.464868
1200.00,-840.00,56.303113
1230.00,-840.00,53.316812
1260.00,-840.00,50.496735
1290.00,-840.00,47.859523
1320.00,-840.00,45.468845
1350.00,-840.00,43.088882
1380.00,-840.00,40.886674
1410.00,-840.00,38.850918
1440.00,-840.00,36.883198
1470.00,-840.00,35.064906
1500.00,-840.00,33.344224
-1500.00,-810.00,34.289286
-1470.00,-810.00,36.080526
-1440.00,-810.00,38.020610
-1410.00,-810.00,40.030015
-1380.00,-810.00,42.205806
-1350.00,-810.00,44.559648
-1320.00,-810.00,46.927831
-1290.00,-810.00,49.542902
-1260.00,-810.00,52.343020
-1230.00,-810.00,55.312651
-1200.00,-810.00,58.461827
-1170.00,-810.00,61.800982
-1140.00,-810.00,65.340924
-1110.00,-810.00,69.069887
-1080.00,-810.00,72.633981
-1050.00,-810.00,76.327708
-1020.00,-810.00,80.241952
-990.00,-810.00,84.363403
-960.00,-810.00,88.701685
-930.00,-810.00,93.275415
-900.00,-810.00,98.080834
-870.00,-810.00,103.124062
-840.00,-810.00,108.438829
-810.00,-810.00,114.002490
-780.00,-810.00,119.801395
-750.00,-810.00,125.866391
-720.00,-810.00,132.180123
-690.00,-810.00,138.719155
-660.00,-810.00,145.510949
-630.00,-810.00,152.525963
-600.00,-810.00,159.769616
-570.00,-810.00,167.179009
-540.00,-810.00,174.749124
-510.00,-810.00,182.448977
-480.00,-810.00,190.216929
-450.00,-810.00,198.034811
-420.00,-810.00,205.826040
-390.00,-810.00,213.562992
-360.00,-810.00,221.158720
-330.00,-810.00,228.531820
-300.00,-810.00,235.733199
-270.00,-810.00,242.727457
-240.00,-810.00,249.387248
-210.00,-810.00,255.304067
-180.00,-810.00,260.736434
-150.00,-810.00,265.470784
-120.00,-810.00,269.493021
-90.00,-810.00,272.592526
-60.00,-810.00,274.928912
-30.00,-810.00,276.313689
0.00,-810.00,276.776442
30.00,-810.00,276.313689
60.00,-810.00,274.928912
90.00,-810.00,272.592526
120.00,-810.00,269.493021
150.00,-810.00,265.470784
180.00,-810.00,260.736434
210.00,-810.00,255.304067
240.00,-810.00,249.387248
270.00,-810.00,242.727457
300.00,-810.00,235.733199
330.00,-810.00,228.531820
360.00,-810.00,221.158720
390.00,-810.00,213.562992
420.00,-810.00,205.826040
450.00,-810.00,198.034811
480.00,-810.00,190.216929
510.00,-810.00,182.448977
540.00,-810.00,174.749124
570.00,-810.00,167.179009
600.00,-810.00,159.769616
630.00,-810.00,152.525963
660.00,-810.00,145.510949
690.00,-810.00,138.719155
720.00,-810.00,132.180123
750.00,-810.00,125.866391
780.00,-810.00,119.801395
810.00,-810.00,114.002490
840.00,-810.00,108.438829
870.00,-810.00,103.124062
900.00,-810.00,98.080834
930.00,-810.00,93.275415
960.00,-810.00,88.701685
990.00,-810.00,84.363403
1020.00,-810.00,80.241952
1050.00,-810.00,76.327708
1080.00,-810.00,72.633981
1110.00,-810.00,69.069887
1140.00,-810.00,65.340924
1170.00,-810.00,61.800982
1200.00,-810.00,58.461827
1230.00,-810.00,55.312651
1260.00,-810.00,52.343020
1290.00,-810.00,49.542902
1320.00,-810.00,46.927831
1350.00,-810.00,44.559648
1380.00,-810.00,42.205806
1410.00,-810.00,40.030015
1440.00,-810.00,38.020610
1470.00,-810.00,36.080526
1500.00,-810.00,34.289286
-1500.00,-780.00,35.202060
-1470.00,-780.00,37.149229
-1440.00,-780.00,39.083709
-1410.00,-780.00,41.270195
-1380.00,-780.00,43.542428
-1350.00,-780.00,45.904592
-1320.00,-780.00,48.513716
-1290.00,-780.00,51.284370
-1260.00,-780.00,54.226752
-1230.00,-780.00,57.351587
-1200.00,-780.00,60.670125
-1170.00,-780.00,64.194120
-1140.00,-780.00,67.989808
-1110.00,-780.00,71.648045
-1080.00,-780.00,75.361603
-1050.00,-780.00,79.315732
-1020.00,-780.00,83.467920
-990.00,-780.00,87.872823
-960.00,-780.00,92.518561
-930.00,-780.00,97.440513
-900.00,-780.00,102.623781
-870.00,-780.00,108.047334
-840.00,-780.00,113.790714
-810.00,-780.00,119.801397
-780.00,-780.00,126.098165
-750.00,-780.00,132.700135
-720.00,-780.00,139.591694
-690.00,-780.00,146.787205
-660.00,-780.00,154.242365
-630.00,-780.00,161.985153
-600.00,-780.00,169.979374
-570.00,-780.00,178.228546
-540.00,-780.00,186.609876
-510.00,-780.00,195.182997
-480.00,-780.00,203.883676
-450.00,-780.00,212.693601
-420.00,-780.00,221.447302
-390.00,-780.00,230.222508
-360.00,-780.00,239.004405
-330.00,-780.00,247.712427
-300.00,-780.00,256.079204
-270.00,-780.00,264.317260
-240.00,-780.00,271.739278
-210.00,-780.00,278.644822
-180.00,-780.00,284.902719
-150.00,-780.00,290.372358
-120.00,-780.00,295.086335
-90.00,-780.00,298.645203
-60.00,-780.00,301.324249
-30.00,-780.00,302.972770
0.00,-780.00,303.449397
30.00,-780.00,302.972770
60.00,-780.00,301.324249
90.00,-780.00,298.645203
120.00,-780.00,295.086335
150.00,-780.00,290.372358
180.00,-780.00,284.902719
210.00,-780.00,278.644822
240.00,-780.00,271.739278
270.00,-780.00,264.317260
300.00,-780.00,256.079204
330.00,-780.00,247.712427
360.00,-780.00,239.004405
390.00,-780.00,230.222508
420.00,-780.00,221.447302
450.00,-780.00,212.693601
480.00,-780.00,203.883676
510.00,-780.00,195.182997
540.00,-780.00,186.609876
570.00,-780.00,178.228546
600.00,-780.00,169.979374
630.00,-780.00,161.985153
660.00,-780.00,154.242365
690.00,-780.00,146.787205
720.00,-780.00,139.591694
750.00,-780.00,132.700135
780.00,-780.00,126.098165
810.00,-780.00,119.801397
840.00,-780.00,113.790714
870.00,-780.00,108.047334
900.00,-780.00,102.623781
930.00,-780.00,97.440513
960.00,-780.00,92.518561
990.00,-780.00,87.872823
1020.00,-780.00,83.467920
1050.00,-780.00,79.315732
1080.00,-780.00,75.361603
1110.00,-780.00,71.648045
1140.00,-780.00,67.989808
1170.00,-780.00,64.194120
1200.00,-780.00,60.670125
1230.00,-780.00,57.351587
1260.00,-780.00,54.226752
1290.00,-780.00,51.284370
1320.00,-780.00,48.513716
1350.00,-780.00,45.904592
1380.00,-780.00,43.542428
1410.00,-780.00,41.270195
1440.00,-780.00,39.083709
1470.00,-780.00,37.149229
1500.00,-780.00,35.202060
-1500.00,-750.00,36.180626
-1470.00,-750.00,38.141515
-1440.00,-750.00,40.289058
-1410.00,-750.00,42.429807
-1380.00,-750.00,44.847808
-1350.00,-750.00,47.417930
-1320.00,-750.00,50.150249
-1290.00,-750.00,53.055450
-1260.00,-750.00,56.144840
-1230.00,-750.00,59.430357
-1200.00,-750.00,62.924577
-1170.00,-750.00,66.675432
-1140.00,-750.00,70.493071
-1110.00,-750.00,74.197479
-1080.00,-750.00,78.171300
-1050.00,-750.00,82.354543
-1020.00,-750.00,86.790699
-990.00,-750.00,91.494528
-960.00,-750.00,96.452762
-930.00,-750.00,101.716052
-900.00,-750.00,107.270760
-870.00,-750.00,113.127274
-840.00,-750.00,119.343067
-810.00,-750.00,125.866395
-780.00,-750.00,132.700141
-750.00,-750.00,139.865908
-720.00,-750.00,147.422455
-690.00,-750.00,155.274361
-660.00,-750.00,163.518037
-630.00,-750.00,172.015739
-600.00,-750.00,180.862041
-570.00,-750.00,190.016264
-540.00,-750.00,199.349944
-510.00,-750.00,208.952460
-480.00,-750.00,218.646561
-450.00,-750.00,228.530949
-420.00,-750.00,238.648506
-390.00,-750.00,248.943087
-360.00,-750.00,259.095798
-330.00,-750.00,269.047764
-300.00,-750.00,278.644840
-270.00,-750.00,287.893516
-240.00,-750.00,296.573606
-210.00,-750.00,304.576929
-180.00,-750.00,311.851559
-150.00,-750.00,318.241112
-120.00,-750.00,323.467320
-90.00,-750.00,327.744393
-60.00,-750.00,330.825144
-30.00,-750.00,332.657553
0.00,-750.00,333.210446
30.00,-750.00,332.657553
60.00,-750.00,330.825144
90.00,-750.00,327.744393
120.00,-750.00,323.467320
150.00,-750.00,318.241112
180.00,-750.00,311.851559
210.00,-750.00,304.576929
240.00,-750.00,296.573606
270.00,-750.00,287.893516
300.00,-750.00,278.644840
330.00,-750.00,269.047764
360.00,-750.00,259.095798
390.00,-750.00,248.943087
420.00,-750.00,238.648506
450.00,-750.00,228.530949
480.00,-750.00,218.646561
510.00,-750.00,208.952460
540.00,-750.00,199.349944
570.00,-750.00,190.016264
600.00,-750.00,180.862041
630.00,-750.00,172.015739
660.00,-750.00,163.518037
690.00,-750.00,155.274361
720.00,-750.00,147.422455
750.00,-750.00,139.865908
780.00,-750.00,132.700141
810.00,-750.00,125.866395
840.00,-750.00,119.343067
870.00,-750.00,113.127274
900.00,-750.00,107.270760
930.00,-750.00,101.716052
960.00,-750.00,96.452762
990.00,-750.00,91.494528
1020.00,-750.00,86.790699
1050.00,-750.00,82.354543
1080.00,-750.00,78.171300
1110.00,-750.00,74.197479
1140.00,-750.00,70.493071
1170.00,-750.00,66.675432
1200.00,-750.00,62.924577
1230.00,-750.00,59.430357
1260.00,-750.00,56.144840
1290.00,-750.00,53.055450
1320.00,-750.00,50.150249
1350.00,-750.00,47.417930
1380.00,-750.00,44.847808
1410.00,-750.00,42.429807
1440.00,-750.00,40.289058
1470.00,-750.00,38.141515
1500.00,-750.00,36.180626
-1500.00,-720.00,37.165843
-1470.00,-720.00,39.159396
-1440.00,-720.00,41.368257
-1410.00,-720.00,43.740588
-1380.00,-720.00,46.238936
-1350.00,-720.00,48.870397
-1320.00,-720.00,51.643272
-1290.00,-720.00,54.708286
-1260.00,-720.00,58.093712
-1230.00,-720.00,61.545150
-1200.00,-720.00,65.221134
-1170.00,-720.00,69.113516
-1140.00,-720.00,72.881112
-1110.00,-720.00,76.823965
-1080.00,-720.00,81.015323
-1050.00,-720.00,85.470790
-1020.00,-720.00,90.181934
-990.00,-720.00,95.185773
-960.00,-720.00,100.498644
-930.00,-720.00,106.136581
-900.00,-720.00,112.115642
-870.00,-720.00,118.451225
-840.00,-720.00,125.108267
-810.00,-720.00,132.180129
-780.00,-720.00,139.591698
-750.00,-720.00,147.422457
-720.00,-720.00,155.641872
-690.00,-720.00,164.249217
-660.00,-720.00,173.265541
-630.00,-720.00,182.684051
-600.00,-720.00,192.444389
-570.00,-720.00,202.573686
-540.00,-720.00,212.965352
-510.00,-720.00,223.686972
-480.00,-720.00,234.702448
-450.00,-720.00,246.193370
-420.00,-720.00,257.887906
-390.00,-720.00,269.492146
-360.00,-720.00,281.059230
-330.00,-720.00,292.379870
-300.00,-720.00,303.447478
-270.00,-720.00,314.145907
-240.00,-720.00,324.116437
-210.00,-720.00,333.334089
-180.00,-720.00,341.796402
-150.00,-720.00,349.065447
-120.00,-720.00,355.277129
-90.00,-720.00,360.334540
-60.00,-720.00,363.887782
-30.00,-720.00,366.070156
0.00,-720.00,366.850414
30.00,-720.00,366.070156
60.00,-720.00,363.887782
90.00,-720.00,360.334540
120.00,-720.00,355.277129
150.00,-720.00,349.065447
180.00,-720.00,341.796402
210.00,-720.00,333.334089
240.00,-720.00,324.116437
270.00,-720.00,314.145907
300.00,-720.00,303.447478
330.00,-720.00,292.379870
360.00,-720.00,281.059230
390.00,-720.00,269.492146
420.00,-720.00,257.887906
450.00,-720.00,246.193370
480.00,-720.00,234.702448
510.00,-720.00,223.686972
540.00,-720.00,212.965352
570.00,-720.00,202.573686
600.00,-720.00,192.444389
630.00,-720.00,182.684051
660.00,-720.00,173.265541
690.00,-720.00,164.249217
720.00,-720.00,155.641872
750.00,-720.00,147.422457
780.00,-720.00,139.591698
810.00,-720.00,132.180129
840.00,-720.00,125.108267
870.00,-720.00,118.451225
900.00,-720.00,112.115642
930.00,-720.00,106.136581
960.00,-720.00,100.498644
990.00,-720.00,95.185773
1020.00,-720.00,90.181934
1050.00,-720.00,85.470790
1080.00,-720.00,81.015323
1110.00,-720.00,76.823965
1140.00,-720.00,72.881112
1170.00,-720.00,69.113516
1200.00,-720.00,65.221134
1230.00,-720.00,61.545150
1260.00,-720.00,58.093712
1290.00,-720.00,54.708286
1320.00,-720.00,51.643272
1350.00,-720.00,48.870397
1380.00,-720.00,46.238936
1410.00,-720.00,43.740588
1440.00,-720.00,41.368257
1470.00,-720.00,39.159396
1500.00,-720.00,37.165843
-1500.00,-690.00,38.089616
-1470.00,-690.00,40.247478
-1440.00,-690.00,42.473418
-1410.00,-690.00,44.914744
-1380.00,-690.00,47.539662
-1350.00,-690.00,50.336324
-1320.00,-690.00,53.316816
-1290.00,-690.00,56.494038
-1260.00,-690.00,59.881744
-1230.00,-690.00,63.691582
-1200.00,-690.00,67.555097
-1170.00,-690.00,71.397857
-1140.00,-690.00,75.300791
-1110.00,-690.00,79.490593
-1080.00,-690.00,83.919839
-1050.00,-690.00,88.636192
-1020.00,-690.00,93.657874
-990.00,-690.00,98.989879
-960.00,-690.00,104.663087
-930.00,-690.00,110.696652
-900.00,-690.00,117.109594
-870.00,-690.00,123.887927
-840.00,-690.00,131.096290
-810.00,-690.00,138.737482
-780.00,-690.00,146.787620
-750.00,-690.00,155.274366
-720.00,-690.00,164.249220
-690.00,-690.00,173.677069
-660.00,-690.00,183.605819
-630.00,-690.00,193.960648
-600.00,-690.00,204.724424
-570.00,-690.00,215.928461
-540.00,-690.00,227.548280
-510.00,-690.00,239.798333
-480.00,-690.00,252.497112
-450.00,-690.00,265.470810
-420.00,-690.00,278.697835
-390.00,-690.00,291.931818
-360.00,-690.00,305.056718
-330.00,-690.00,318.182057
-300.00,-690.00,330.826168
-270.00,-690.00,343.015631
-240.00,-690.00,354.666304
-210.00,-690.00,365.296327
-180.00,-690.00,375.146740
-150.00,-690.00,383.651541
-120.00,-690.00,390.883239
-90.00,-690.00,396.713616
-60.00,-690.00,400.892721
-30.00,-690.00,403.492751
0.00,-690.00,404.315810
30.00,-690.00,403.492751
60.00,-690.00,400.892721
90.00,-690.00,396.713616
120.00,-690.00,390.883239
150.00,-690.00,383.651541
180.00,-690.00,375.146740
210.00,-690.00,365.296327
240.00,-690.00,354.666304
270.00,-690.00,343.015631
300.00,-690.00,330.826168
330.00,-690.00,318.182057
360.00,-690.00,305.056718
390.00,-690.00,291.931818
420.00,-690.00,278.697835
450.00,-690.00,265.470810
480.00,-690.00,252.497112
510.00,-690.00,239.798333
540.00,-690.00,227.548280
570.00,-690.00,215.928461
600.00,-690.00,204.724424
630.00,-690.00,193.960648
660.00,-690.00,183.605819
690.00,-690.00,173.677069
720.00,-690.00,164.249220
750.00,-690.00,155.274366
780.00,-690.00,146.787620
810.00,-690.00,138.737482
840.00,-690.00,131.096290
870.00,-690.00,123.887927
900.00,-690.00,117.109594
930.00,-690.00,110.696652
960.00,-690.00,104.663087
990.00,-690.00,98.989879
1020.00,-690.00,93.657874
1050.00,-690.00,88.636192
1080.00,-690.00,83.919839
1110.00,-690.00,79.490593
1140.00,-690.00,75.300791
1170.00,-690.00,71.397857
1200.00,-690.00,67.555097
1230.00,-690.00,63.691582
1260.00,-690.00,59.881744
1290.00,-690.00,56.494038
1320.00,-690.00,53.316816
1350.00,-690.00,50.336324
1380.00,-690.00,47.539662
1410.00,-690.00,44.914744
1440.00,-690.00,42.473418
1470.00,-690.00,40.247478
1500.00,-690.00,38.089616
-1500.00,-660.00,39.011827
-1470.00,-660.00,41.270189
-1440.00,-660.00,43.676393
-1410.00,-660.00,46.190474
-1380.00,-660.00,48.922708
-1350.00,-660.00,51.837093
-1320.00,-660.00,55.005375
-1290.00,-660.00,58.327519
-1260.00,-660.00,61.874410
-1230.00,-660.00,65.798292
-1200.00,-660.00,69.764453
-1170.00,-660.00,73.641769
-1140.00,-660.00,77.767468
-1110.00,-660.00,82.157683
-1080.00,-660.00,86.853980
-1050.00,-660.00,91.852466
-1020.00,-660.00,97.198694
-990.00,-660.00,102.873403
-960.00,-660.00,108.909286
-930.00,-660.00,115.373040
-900.00,-660.00,122.227153
-870.00,-660.00,129.522790
-840.00,-660.00,137.283593
-810.00,-660.00,145.530103
-780.00,-660.00,154.262592
-750.00,-660.00,163.518028
-720.00,-660.00,173.265534
-690.00,-660.00,183.581718
-660.00,-660.00,194.453035
-630.00,-660.00,205.826293
-600.00,-660.00,217.744199
-570.00,-660.00,230.267528
-540.00,-660.00,243.398439
-510.00,-660.00,257.422180
-480.00,-660.00,271.738488
-450.00,-660.00,286.417338
-420.00,-660.00,301.381073
-390.00,-660.00,316.350606
-360.00,-660.00,331.434293
-330.00,-660.00,346.377778
-300.00,-660.00,361.027362
-270.00,-660.00,375.076749
-240.00,-660.00,388.473715
-210.00,-660.00,400.965829
-180.00,-660.00,412.213186
-150.00,-660.00,422.247450
-120.00,-660.00,430.749253
-90.00,-660.00,437.565121
-60.00,-660.00,442.410184
-30.00,-660.00,445.416157
0.00,-660.00,446.535200
30.00,-660.00,445.416157
60.00,-660.00,442.410184
90.00,-660.00,437.565121
120.00,-660.00,430.749253
150.00,-660.00,422.247450
180.00,-660.00,412.213186
210.00,-660.00,400.965829
240.00,-660.00,388.473715
270.00,-660.00,375.076749
300.00,-660.00,361.027362
330.00,-660.00,346.377778
360.00,-660.00,331.434293
390.00,-660.00,316.350606
420.00,-660.00,301.381073
450.00,-660.00,286.417338
480.00,-660.00,271.738488
510.00,-660.00,257.422180
540.00,-660.00,243.398439
570.00,-660.00,230.267528
600.00,-660.00,217.744199
630.00,-660.00,205.826293
660.00,-660.00,194.453035
690.00,-660.00,183.581718
720.00,-660.00,173.265534
750.00,-660.00,163.518028
780.00,-660.00,154.262592
810.00,-660.00,145.530103
840.00,-660.00,137.283593
870.00,-660.00,129.522790
900.00,-660.00,122.227153
930.00,-660.00,115.373040
960.00,-660.00,108.909286
990.00,-660.00,102.873403
1020.00,-660.00,97.198694
1050.00,-660.00,91.852466
1080.00,-660.00,86.853980
1110.00,-660.00,82.157683
1140.00,-660.00,77.767468
1170.00,-660.00,73.641769
1200.00,-660.00,69.764453
1230.00,-660.00,65.798292
1260.00,-660.00,61.874410
1290.00,-660.00,58.327519
1320.00,-660.00,55.005375
1350.00,-660.00,51.837093
1380.00,-660.00,48.922708
1410.00,-660.00,46.190474
1440.00,-660.00,43.676393
1470.00,-660.00,41.270189
1500.00,-660.00,39.011827
-1500.00,-630.00,39.952090
-1470.00,-630.00,42.266692
-1440.00,-630.00,44.758805
-1410.00,-630.00,47.417921
-1380.00,-630.00,50.256431
-1350.00,-630.00,53.287664
-1320.00,-630.00,56.525958
-1290.00,-630.00,60.081706
-1260.00,-630.00,63.884086
-1230.00,-630.00,67.870126
-1200.00,-630.00,71.833530
-1170.00,-630.00,75.898513
-1140.00,-630.00,80.241936
-1110.00,-630.00,84.872510
-1080.00,-630.00,89.821859
-1050.00,-630.00,95.125268
-1020.00,-630.00,100.753639
-990.00,-630.00,106.811522
-960.00,-630.00,113.239896
-930.00,-630.00,120.138282
-900.00,-630.00,127.470963
-870.00,-630.00,135.295318
-840.00,-630.00,143.638066
-810.00,-630.00,152.545968
-780.00,-630.00,161.985138
-750.00,-630.00,172.038445
-720.00,-630.00,182.684041
-690.00,-630.00,193.934808
-660.00,-630.00,205.826312
-630.00,-630.00,218.363262
-600.00,-630.00,231.562022
-570.00,-630.00,245.711935
-540.00,-630.00,260.687310
-510.00,-630.00,276.261052
-480.00,-630.00,292.379906
-450.00,-630.00,308.973020
-420.00,-630.00,325.832175
-390.00,-630.00,343.013633
-360.00,-630.00,360.268134
-330.00,-630.00,377.428939
-300.00,-630.00,394.249490
-270.00,-630.00,410.519820
-240.00,-630.00,426.096086
-210.00,-630.00,440.523770
-180.00,-630.00,453.722684
-150.00,-630.00,465.303932
-120.00,-630.00,475.384982
-90.00,-630.00,483.365228
-60.00,-630.00,489.161019
-30.00,-630.00,492.740070
0.00,-630.00,493.943680
30.00,-630.00,492.740070
60.00,-630.00,489.161019
90.00,-630.00,483.365228
120.00,-630.00,475.384982
150.00,-630.00,465.303932
180.00,-630.00,453.722684
210.00,-630.00,440.523770
240.00,-630.00,426.096086
270.00,-630.00,410.519820
300.00,-630.00,394.249490
330.00,-630.00,377.428939
360.00,-630.00,360.268134
390.00,-630.00,343.013633
420.00,-630.00,325.832175
450.00,-630.00,308.973020
480.00,-630.00,292.379906
510.00,-630.00,276.261052
540.00,-630.00,260.687310
570.00,-630.00,245.711935
600.00,-630.00,231.562022
630.00,-630.00,218.363262
660.00,-630.00,205.826312
690.00,-630.00,193.934808
720.00,-630.00,182.684041
750.00,-630.00,172.038445
780.00,-630.00,161.985138
810.00,-630.00,152.545968
840.00,-630.00,143.638066
870.00,-630.00,135.295318
900.00,-630.00,127.470963
930.00,-630.00,120.138282
960.00,-630.00,113.239896
990.00,-630.00,106.811522
1020.00,-630.00,100.753639
1050.00,-630.00,95.125268
1080.00,-630.00,89.821859
1110.00,-630.00,84.872510
1140.00,-630.00,80.241936
1170.00,-630.00,75.898513
1200.00,-630.00,71.833530
1230.00,-630.00,67.870126
1260.00,-630.00,63.884086
1290.00,-630.00,60.081706
1320.00,-630.00,56.525958
1350.00,-630.00,53.287664
1380.00,-630.00,50.256431
1410.00,-630.00,47.417921
1440.00,-630.00,44.758805
1470.00,-630.00,42.266692
1500.00,-630.00,39.952090
-1500.00,-600.00,40.909464
-1470.00,-600.00,43.256932
-1440.00,-600.00,45.835316
-1410.00,-600.00,48.589352
-1380.00,-600.00,51.532385
-1350.00,-600.00,54.765917
-1320.00,-600.00,58.227117
-1290.00,-600.00,61.837674
-1260.00,-600.00,65.871950
-1230.00,-600.00,69.897595
-1200.00,-600.00,73.904489
-1170.00,-600.00,78.160701
-1140.00,-600.00,82.726872
-1110.00,-600.00,87.603548
-1080.00,-600.00,92.812606
-1050.00,-600.00,98.430700
-1020.00,-600.00,104.406349
-990.00,-600.00,110.820555
-960.00,-600.00,117.641913
-930.00,-600.00,124.993365
-900.00,-600.00,132.826311
-870.00,-600.00,141.242383
-840.00,-600.00,150.200895
-810.00,-600.00,159.768927
-780.00,-600.00,170.001850
-750.00,-600.00,180.862023
-720.00,-600.00,192.444631
-690.00,-600.00,204.750759
-660.00,-600.00,217.772075
-630.00,-600.00,231.562046
-600.00,-600.00,246.583114
-570.00,-600.00,262.493249
-540.00,-600.00,279.062191
-510.00,-600.00,296.628056
-480.00,-600.00,314.650678
-450.00,-600.00,333.396054
-420.00,-600.00,352.517565
-390.00,-600.00,372.084882
-360.00,-600.00,391.739744
-330.00,-600.00,411.438333
-300.00,-600.00,430.751403
-270.00,-600.00,449.581622
-240.00,-600.00,467.516140
-210.00,-600.00,484.532987
-180.00,-600.00,499.930675
-150.00,-600.00,513.587018
-120.00,-600.00,525.254220
-90.00,-600.00,534.697895
-60.00,-600.00,541.526227
-30.00,-600.00,545.591159
0.00,-600.00,547.365795
30.00,-600.00,545.591159
60.00,-600.00,541.526227
90.00,-600.00,534.697895
120.00,-600.00,525.254220
150.00,-600.00,513.587018
180.00,-600.00,499.930675
210.00,-600.00,484.532987
240.00,-600.00,467.516140
270.00,-600.00,449.581622
300.00,-600.00,430.751403
330.00,-600.00,411.438333
360.00,-600.00,391.739744
390.00,-600.00,372.084882
420.00,-600.00,352.517565
450.00,-600.00,333.396054
480.00,-600.00,314.650678
