x_mm,y_mm,irradiance_lux
-540.00,90.00,656.750669
-510.00,90.00,729.106831
-480.00,90.00,809.771284
-450.00,90.00,899.839198
-420.00,90.00,999.703294
-390.00,90.00,1100.828411
-360.00,90.00,1205.621601
-330.00,90.00,1317.475938
-300.00,90.00,1436.038756
-270.00,90.00,1558.189410
-240.00,90.00,1677.685451
-210.00,90.00,1796.384081
-180.00,90.00,1911.402850
-150.00,90.00,2015.666127
-120.00,90.00,2100.304779
-90.00,90.00,2169.413689
-60.00,90.00,2220.450253
-30.00,90.00,2251.927517
0.00,90.00,2263.291749
30.00,90.00,2251.927517
60.00,90.00,2220.450253
90.00,90.00,2169.413689
120.00,90.00,2100.304779
150.00,90.00,2015.666127
180.00,90.00,1911.402850
210.00,90.00,1796.384081
240.00,90.00,1677.685451
270.00,90.00,1558.189410
300.00,90.00,1436.038756
330.00,90.00,1317.475938
360.00,90.00,1205.621601
390.00,90.00,1100.828411
420.00,90.00,999.703294
450.00,90.00,899.839198
480.00,90.00,809.771284
510.00,90.00,729.106831
540.00,90.00,656.750669
570.00,90.00,592.194468
600.00,90.00,534.695478
630.00,90.00,483.280076
660.00,90.00,437.567290
690.00,90.00,396.711540
720.00,90.00,360.333020
750.00,90.00,327.745348
780.00,90.00,298.646577
810.00,90.00,272.694807
840.00,90.00,249.291858
870.00,90.00,228.531805
900.00,90.00,210.356632
930.00,90.00,193.985458
960.00,90.00,179.091857
990.00,90.00,165.613768
1020.00,90.00,153.400672
1050.00,90.00,142.262574
1080.00,90.00,132.144733
1110.00,90.00,122.908612
1140.00,90.00,114.527840
1170.00,90.00,106.811321
1200.00,90.00,99.739920
1230.00,90.00,93.275586
1260.00,90.00,87.335099
1290.00,90.00,81.858420
1320.00,90.00,76.823702
1350.00,90.00,72.190151
1380.00,90.00,67.802355
1410.00,90.00,63.287867
1440.00,90.00,59.097258
1470.00,90.00,55.312936
1500.00,90.00,51.810041
-1500.00,120.00,51.587341
-1470.00,120.00,55.038762
-1440.00,120.00,58.858537
-1410.00,120.00,62.957175
-1380.00,120.00,67.429321
-1350.00,120.00,71.833631
-1320.00,120.00,76.451773
-1290.00,120.00,81.434977
-1260.00,120.00,86.866256
-1230.00,120.00,92.741947
-1200.00,120.00,99.160025
-1170.00,120.00,106.165586
-1140.00,120.00,113.759944
-1110.00,120.00,122.133250
-1080.00,120.00,131.237888
-1050.00,120.00,141.242592
-1020.00,120.00,152.190024
-990.00,120.00,164.270990
-960.00,120.00,177.527316
-930.00,120.00,192.214378
-900.00,120.00,208.374766
-870.00,120.00,226.231097
-840.00,120.00,246.584354
-810.00,120.00,269.543820
-780.00,120.00,294.975232
-750.00,120.00,323.526484
-720.00,120.00,355.278138
-690.00,120.00,390.884801
-660.00,120.00,430.826143
-630.00,120.00,475.302031
-600.00,120.00,525.348013
-570.00,120.00,581.133757
-540.00,120.00,643.772940
-510.00,120.00,713.524155
-480.00,120.00,791.515276
-450.00,120.00,878.027077
-420.00,120.00,974.048196
-390.00,120.00,1074.174527
-360.00,120.00,1174.546230
-330.00,120.00,1281.675377
-300.00,120.00,1394.503413
-270.00,120.00,1511.837761
-240.00,120.00,1626.801495
-210.00,120.00,1739.213798
-180.00,120.00,1847.967147
-150.00,120.00,1949.459575
-120.00,120.00,2034.186805
-90.00,120.00,2100.304474
-60.00,120.00,2149.362903
-30.00,120.00,2179.483882
0.00,120.00,2189.678084
30.00,120.00,2179.483882
60.00,120.00,2149.362903
90.00,120.00,2100.304474
120.00,120.00,2034.186805
150.00,120.00,1949.459575
180.00,120.00,1847.967147
210.00,120.00,1739.213798
240.00,120.00,1626.801495
270.00,120.00,1511.837761
300.00,120.00,1394.503413
330.00,120.00,1281.675377
360.00,120.00,1174.546230
390.00,120.00,1074.174527
420.00,120.00,974.048196
450.00,120.00,878.027077
480.00,120.00,791.515276
510.00,120.00,713.524155
540.00,120.00,643.772940
570.00,120.00,581.133757
600.00,120.00,525.348013
630.00,120.00,475.302031
660.00,120.00,430.826143
690.00,120.00,390.884801
720.00,120.00,355.278138
750.00,120.00,323.526484
780.00,120.00,294.975232
810.00,120.00,269.543820
840.00,120.00,246.584354
870.00,120.00,226.231097
900.00,120.00,208.374766
930.00,120.00,192.214378
960.00,120.00,177.527316
990.00,120.00,164.270990
1020.00,120.00,152.190024
1050.00,120.00,141.242592
1080.00,120.00,131.237888
1110.00,120.00,122.133250
1140.00,120.00,113.759944
1170.00,120.00,106.165586
1200.00,120.00,99.160025
1230.00,120.00,92.741947
1260.00,120.00,86.866256
1290.00,120.00,81.434977
1320.00,120.00,76.451773
1350.00,120.00,71.833631
1380.00,120.00,67.429321
1410.00,120.00,62.957175
1440.00,120.00,58.858537
1470.00,120.00,55.038762
1500.00,120.00,51.587341
-1500.00,150.00,51.284219
-1470.00,150.00,54.735706
-1440.00,150.00,58.492503
-1410.00,150.00,62.489878
-1380.00,150.00,66.950548
-1350.00,150.00,71.387730
-1320.00,150.00,75.949245
-1290.00,150.00,80.902531
-1260.00,150.00,86.251893
-1230.00,150.00,92.086357
-1200.00,150.00,98.404136
-1170.00,150.00,105.309194
-1140.00,150.00,112.835913
-1110.00,150.00,121.050728
-1080.00,150.00,130.061610
-1050.00,150.00,139.902991
-1020.00,150.00,150.684275
-990.00,150.00,162.551685
-960.00,150.00,175.585992
-930.00,150.00,189.991914
-900.00,150.00,205.826045
-870.00,150.00,223.393704
-840.00,150.00,243.062564
-810.00,150.00,265.470922
-780.00,150.00,290.374097
-750.00,150.00,318.182502
-720.00,150.00,349.066411
-690.00,150.00,383.652596
-660.00,150.00,422.247410
-630.00,150.00,465.303899
-600.00,150.00,513.586996
-570.00,150.00,567.405575
-540.00,150.00,627.622954
-510.00,150.00,694.530826
-480.00,150.00,768.936505
-450.00,150.00,851.404124
-420.00,150.00,942.423247
-390.00,150.00,1040.532119
-360.00,150.00,1136.693195
-330.00,150.00,1237.820282
-300.00,150.00,1344.131942
-270.00,150.00,1454.329701
-240.00,150.00,1564.916155
-210.00,150.00,1670.234223
-180.00,150.00,1771.550574
-150.00,150.00,1865.713686
-120.00,150.00,1949.422761
-90.00,150.00,2015.666696
-60.00,150.00,2062.132995
-30.00,150.00,2090.722588
0.00,150.00,2100.303760
30.00,150.00,2090.722588
60.00,150.00,2062.132995
90.00,150.00,2015.666696
120.00,150.00,1949.422761
150.00,150.00,1865.713686
180.00,150.00,1771.550574
210.00,150.00,1670.234223
240.00,150.00,1564.916155
270.00,150.00,1454.329701
300.00,150.00,1344.131942
330.00,150.00,1237.820282
360.00,150.00,1136.693195
390.00,150.00,1040.532119
420.00,150.00,942.423247
450.00,150.00,851.404124
480.00,150.00,768.936505
510.00,150.00,694.530826
540.00,150.00,627.622954
570.00,150.00,567.405575
600.00,150.00,513.586996
630.00,150.00,465.303899
660.00,150.00,422.247410
690.00,150.00,383.652596
720.00,150.00,349.066411
750.00,150.00,318.182502
780.00,150.00,290.374097
810.00,150.00,265.470922
840.00,150.00,243.062564
870.00,150.00,223.393704
900.00,150.00,205.826045
930.00,150.00,189.991914
960.00,150.00,175.585992
990.00,150.00,162.551685
1020.00,150.00,150.684275
1050.00,150.00,139.902991
1080.00,150.00,130.061610
1110.00,150.00,121.050728
1140.00,150.00,112.835913
1170.00,150.00,105.309194
1200.00,150.00,98.404136
1230.00,150.00,92.086357
1260.00,150.00,86.251893
1290.00,150.00,80.902531
1320.00,150.00,75.949245
1350.00,150.00,71.387730
1380.00,150.00,66.950548
1410.00,150.00,62.489878
1440.00,150.00,58.492503
1470.00,150.00,54.735706
1500.00,150.00,51.284219
-1500.00,180.00,50.929088
-1470.00,180.00,54.345530
-1440.00,180.00,58.002735
-1410.00,180.00,62.081587
-1380.00,180.00,66.428098
-1350.00,180.00,70.864936
-1320.00,180.00,75.372060
-1290.00,180.00,80.241659
-1260.00,180.00,85.521128
-1230.00,180.00,91.275780
-1200.00,180.00,97.503428
-1170.00,180.00,104.306867
-1140.00,180.00,111.718162
-1110.00,180.00,119.785056
-1080.00,180.00,128.627472
-1050.00,180.00,138.294985
-1020.00,180.00,148.877427
-990.00,180.00,160.495133
-960.00,180.00,173.265535
-930.00,180.00,187.317839
-900.00,180.00,202.824076
-870.00,180.00,219.897049
-840.00,180.00,239.003497
-810.00,180.00,260.687305
-780.00,180.00,284.904471
-750.00,180.00,311.792510
-720.00,180.00,341.796414
-690.00,180.00,375.146734
-660.00,180.00,412.213191
-630.00,180.00,453.722702
-600.00,180.00,499.842663
-570.00,180.00,551.401099
-540.00,180.00,608.554979
-510.00,180.00,672.230204
-480.00,180.00,742.739665
-450.00,180.00,820.670051
-420.00,180.00,906.152237
-390.00,180.00,999.703369
-360.00,180.00,1093.021406
-330.00,180.00,1187.667152
-300.00,180.00,1286.576635
-270.00,180.00,1388.731919
-240.00,180.00,1492.455656
-210.00,180.00,1591.983046
-180.00,180.00,1685.191323
-150.00,180.00,1771.485629
-120.00,180.00,1847.966852
-90.00,180.00,1911.437986
-60.00,180.00,1958.942569
-30.00,180.00,1987.441379
0.00,180.00,1996.897172
30.00,180.00,1987.441379
60.00,180.00,1958.942569
90.00,180.00,1911.437986
120.00,180.00,1847.966852
150.00,180.00,1771.485629
180.00,180.00,1685.191323
210.00,180.00,1591.983046
240.00,180.00,1492.455656
270.00,180.00,1388.731919
300.00,180.00,1286.576635
330.00,180.00,1187.667152
360.00,180.00,1093.021406
390.00,180.00,999.703369
420.00,180.00,906.152237
450.00,180.00,820.670051
480.00,180.00,742.739665
510.00,180.00,672.230204
540.00,180.00,608.554979
570.00,180.00,551.401099
600.00,180.00,499.842663
630.00,180.00,453.722702
660.00,180.00,412.213191
690.00,180.00,375.146734
720.00,180.00,341.796414
750.00,180.00,311.792510
780.00,180.00,284.904471
810.00,180.00,260.687305
840.00,180.00,239.003497
870.00,180.00,219.897049
900.00,180.00,202.824076
930.00,180.00,187.317839
960.00,180.00,173.265535
990.00,180.00,160.495133
1020.00,180.00,148.877427
1050.00,180.00,138.294985
1080.00,180.00,128.627472
1110.00,180.00,119.785056
1140.00,180.00,111.718162
1170.00,180.00,104.306867
1200.00,180.00,97.503428
1230.00,180.00,91.275780
1260.00,180.00,85.521128
1290.00,180.00,80.241659
1320.00,180.00,75.372060
1350.00,180.00,70.864936
1380.00,180.00,66.428098
1410.00,180.00,62.081587
1440.00,180.00,58.002735
1470.00,180.00,54.345530
1500.00,180.00,50.929088
-1500.00,210.00,50.497110
-1470.00,210.00,53.843280
-1440.00,210.00,57.512708
-1410.00,210.00,61.476916
-1380.00,210.00,65.763754
-1350.00,210.00,70.239236
-1320.00,210.00,74.671682
-1290.00,210.00,79.468940
-1260.00,210.00,84.689748
-1230.00,210.00,90.316573
-1200.00,210.00,96.465706
-1170.00,210.00,103.137840
-1140.00,210.00,110.400633
-1110.00,210.00,118.314728
-1080.00,210.00,126.982850
-1050.00,210.00,136.415403
-1020.00,210.00,146.787204
-990.00,210.00,158.144029
-960.00,210.00,170.590738
-930.00,210.00,184.296083
-900.00,210.00,199.323867
-870.00,210.00,215.956068
-840.00,210.00,234.369428
-810.00,210.00,255.304080
-780.00,210.00,278.644820
-750.00,210.00,304.576955
-720.00,210.00,333.395105
-690.00,210.00,365.364250
-660.00,210.00,401.039460
-630.00,210.00,440.367940
-600.00,210.00,484.535197
-570.00,210.00,533.345344
-540.00,210.00,587.501184
-510.00,210.00,647.457456
-480.00,210.00,713.643576
-450.00,210.00,786.443781
-420.00,210.00,866.160306
-390.00,210.00,953.100434
-360.00,210.00,1044.378811
-330.00,210.00,1132.545806
-300.00,210.00,1223.821318
-270.00,210.00,1317.605312
-240.00,210.00,1412.111096
-210.00,210.00,1505.242475
-180.00,210.00,1592.013429
-150.00,210.00,1670.295456
-120.00,210.00,1739.310285
-90.00,210.00,1796.349812
-60.00,210.00,1839.194474
-30.00,210.00,1865.748072
0.00,210.00,1874.655883
30.00,210.00,1865.748072
60.00,210.00,1839.194474
90.00,210.00,1796.349812
120.00,210.00,1739.310285
150.00,210.00,1670.295456
180.00,210.00,1592.013429
210.00,210.00,1505.242475
240.00,210.00,1412.111096
270.00,210.00,1317.605312
300.00,210.00,1223.821318
330.00,210.00,1132.545806
360.00,210.00,1044.378811
390.00,210.00,953.100434
420.00,210.00,866.160306
450.00,210.00,786.443781
480.00,210.00,713.643576
510.00,210.00,647.457456
540.00,210.00,587.501184
570.00,210.00,533.345344
600.00,210.00,484.535197
630.00,210.00,440.367940
660.00,210.00,401.039460
690.00,210.00,365.364250
720.00,210.00,333.395105
750.00,210.00,304.576955
780.00,210.00,278.644820
810.00,210.00,255.304080
840.00,210.00,234.369428
870.00,210.00,215.956068
900.00,210.00,199.323867
930.00,210.00,184.296083
960.00,210.00,170.590738
990.00,210.00,158.144029
1020.00,210.00,146.787204
1050.00,210.00,136.415403
1080.00,210.00,126.982850
1110.00,210.00,118.314728
1140.00,210.00,110.400633
1170.00,210.00,103.137840
1200.00,210.00,96.465706
1230.00,210.00,90.316573
1260.00,210.00,84.689748
1290.00,210.00,79.468940
1320.00,210.00,74.671682
1350.00,210.00,70.239236
1380.00,210.00,65.763754
1410.00,210.00,61.476916
1440.00,210.00,57.512708
1470.00,210.00,53.843280
1500.00,210.00,50.497110
-1500.00,240.00,50.016825
-1470.00,240.00,53.316702
-1440.00,240.00,56.904727
-1410.00,240.00,60.808898
-1380.00,240.00,65.028621
-1350.00,240.00,69.533861
-1320.00,240.00,73.894296
-1290.00,240.00,78.632455
-1260.00,240.00,83.717421
-1230.00,240.00,89.265242
-1200.00,240.00,95.272114
-1170.00,240.00,101.811586
-1140.00,240.00,108.924138
-1110.00,240.00,116.667776
-1080.00,240.00,125.108267
-1050.00,240.00,134.353483
-1020.00,240.00,144.434357
-990.00,240.00,155.457853
-960.00,240.00,167.568211
-930.00,240.00,180.862058
-900.00,240.00,195.444174
-870.00,240.00,211.506192
-840.00,240.00,229.199002
-810.00,240.00,249.339353
-780.00,240.00,271.686694
-750.00,240.00,296.571850
-720.00,240.00,324.176001
-690.00,240.00,354.665313
-660.00,240.00,388.476359
-630.00,240.00,425.944597
-600.00,240.00,467.518403
-570.00,240.00,513.590974
-540.00,240.00,564.461374
-510.00,240.00,620.607697
-480.00,240.00,682.390504
-450.00,240.00,749.877689
-420.00,240.00,823.360176
-390.00,240.00,902.918692
-360.00,240.00,988.591896
-330.00,240.00,1074.229201
-300.00,240.00,1157.481645
-270.00,240.00,1242.521691
-240.00,240.00,1328.011409
-210.00,240.00,1412.043594
-180.00,240.00,1492.379604
-150.00,240.00,1564.933671
-120.00,240.00,1626.741436
-90.00,240.00,1677.685638
-60.00,240.00,1715.728629
-30.00,240.00,1739.278105
0.00,240.00,1747.232783
30.00,240.00,1739.278105
60.00,240.00,1715.728629
90.00,240.00,1677.685638
120.00,240.00,1626.741436
150.00,240.00,1564.933671
180.00,240.00,1492.379604
210.00,240.00,1412.043594
240.00,240.00,1328.011409
270.00,240.00,1242.521691
300.00,240.00,1157.481645
330.00,240.00,1074.229201
360.00,240.00,988.591896
390.00,240.00,902.918692
420.00,240.00,823.360176
450.00,240.00,749.877689
480.00,240.00,682.390504
510.00,240.00,620.607697
540.00,240.00,564.461374
570.00,240.00,513.590974
600.00,240.00,467.518403
630.00,240.00,425.944597
660.00,240.00,388.476359
690.00,240.00,354.665313
720.00,240.00,324.176001
750.00,240.00,296.571850
780.00,240.00,271.686694
810.00,240.00,249.339353
840.00,240.00,229.199002
870.00,240.00,211.506192
900.00,240.00,195.444174
930.00,240.00,180.862058
960.00,240.00,167.568211
990.00,240.00,155.457853
1020.00,240.00,144.434357
1050.00,240.00,134.353483
1080.00,240.00,125.108267
1110.00,240.00,116.667776
1140.00,240.00,108.924138
1170.00,240.00,101.811586
1200.00,240.00,95.272114
1230.00,240.00,89.265242
1260.00,240.00,83.717421
1290.00,240.00,78.632455
1320.00,240.00,73.894296
1350.00,240.00,69.533861
1380.00,240.00,65.028621
1410.00,240.00,60.808898
1440.00,240.00,56.904727
1470.00,240.00,53.316702
1500.00,240.00,50.016825
-1500.00,270.00,49.491651
-1470.00,270.00,52.740842
-1440.00,270.00,56.271298
-1410.00,270.00,60.080933
-1380.00,270.00,64.261016
-1350.00,270.00,68.703019
-1320.00,270.00,73.034219
-1290.00,270.00,77.661681
-1260.00,270.00,82.668281
-1230.00,270.00,88.103006
-1200.00,270.00,93.957558
-1170.00,270.00,100.338284
-1140.00,270.00,107.270752
-1110.00,270.00,114.826272
-1080.00,270.00,123.069308
-1050.00,270.00,132.037043
-1020.00,270.00,141.840121
-990.00,270.00,152.545983
-960.00,270.00,164.249220
-930.00,270.00,177.100545
-900.00,270.00,191.199577
-870.00,270.00,206.705778
-840.00,270.00,223.658040
-810.00,270.00,242.727361
-780.00,270.00,264.166401
-750.00,270.00,287.892713
-720.00,270.00,314.030043
-690.00,270.00,343.014648
-660.00,270.00,375.008312
-630.00,270.00,410.446175
-600.00,270.00,449.503153
-570.00,270.00,492.740127
-540.00,270.00,540.150295
-510.00,270.00,592.198207
-480.00,270.00,649.146947
-450.00,270.00,711.452708
-420.00,270.00,778.926079
-390.00,270.00,851.543575
-360.00,270.00,929.127880
-330.00,270.00,1010.977585
-300.00,270.00,1089.287713
-270.00,270.00,1166.023173
-240.00,270.00,1242.581258
-210.00,270.00,1317.541780
-180.00,270.00,1388.799901
-150.00,270.00,1454.328798
-120.00,270.00,1511.885197
-90.00,270.00,1558.219396
-60.00,270.00,1592.011540
-30.00,270.00,1612.667920
0.00,270.00,1619.770745
30.00,270.00,1612.667920
60.00,270.00,1592.011540
90.00,270.00,1558.219396
120.00,270.00,1511.885197
150.00,270.00,1454.328798
180.00,270.00,1388.799901
210.00,270.00,1317.541780
240.00,270.00,1242.581258
270.00,270.00,1166.023173
300.00,270.00,1089.287713
330.00,270.00,1010.977585
360.00,270.00,929.127880
390.00,270.00,851.543575
420.00,270.00,778.926079
450.00,270.00,711.452708
480.00,270.00,649.146947
510.00,270.00,592.198207
540.00,270.00,540.150295
570.00,270.00,492.740127
600.00,270.00,449.503153
630.00,270.00,410.446175
660.00,270.00,375.008312
690.00,270.00,343.014648
720.00,270.00,314.030043
750.00,270.00,287.892713
780.00,270.00,264.166401
810.00,270.00,242.727361
840.00,270.00,223.658040
870.00,270.00,206.705778
900.00,270.00,191.199577
930.00,270.00,177.100545
960.00,270.00,164.249220
990.00,270.00,152.545983
1020.00,270.00,141.840121
1050.00,270.00,132.037043
1080.00,270.00,123.069308
1110.00,270.00,114.826272
1140.00,270.00,107.270752
1170.00,270.00,100.338284
1200.00,270.00,93.957558
1230.00,270.00,88.103006
1260.00,270.00,82.668281
1290.00,270.00,77.661681
1320.00,270.00,73.034219
1350.00,270.00,68.703019
1380.00,270.00,64.261016
1410.00,270.00,60.080933
1440.00,270.00,56.271298
1470.00,270.00,52.740842
1500.00,270.00,49.491651
-1500.00,300.00,48.896883
-1470.00,300.00,52.089390
-1440.00,300.00,55.527805
-1410.00,300.00,59.296111
-1380.00,300.00,63.363970
-1350.00,300.00,67.768164
-1320.00,300.00,72.086697
-1290.00,300.00,76.606334
-1260.00,300.00,81.503365
-1230.00,300.00,86.802805
-1200.00,300.00,92.518556
-1170.00,300.00,98.755363
-1140.00,300.00,105.511162
-1110.00,300.00,112.835945
-1080.00,300.00,120.817441
-1050.00,300.00,129.522792
-1020.00,300.00,139.008952
-990.00,300.00,149.374296
-960.00,300.00,160.688473
-930.00,300.00,173.071429
-900.00,300.00,186.633986
-870.00,300.00,201.472987
-840.00,300.00,217.772076
-810.00,300.00,235.778102
-780.00,300.00,256.176895
-750.00,300.00,278.750502
-720.00,300.00,303.506035
-690.00,300.00,330.825200
-660.00,300.00,360.961900
-630.00,300.00,394.177950
-600.00,300.00,430.749375
-570.00,300.00,470.949743
-540.00,300.00,514.776098
-510.00,300.00,562.906582
-480.00,300.00,615.475486
-450.00,300.00,672.229349
-420.00,300.00,733.528556
-390.00,300.00,799.343079
-360.00,300.00,869.071297
-330.00,300.00,942.423128
-300.00,300.00,1018.435362
-270.00,300.00,1089.231174
-240.00,300.00,1157.481159
-210.00,300.00,1223.822978
-180.00,300.00,1286.640391
-150.00,300.00,1344.130541
-120.00,300.00,1394.640534
-90.00,300.00,1435.896777
-60.00,300.00,1466.842823
-30.00,300.00,1485.894076
0.00,300.00,1492.451970
30.00,300.00,1485.894076
60.00,300.00,1466.842823
90.00,300.00,1435.896777
120.00,300.00,1394.640534
150.00,300.00,1344.130541
180.00,300.00,1286.640391
210.00,300.00,1223.822978
240.00,300.00,1157.481159
270.00,300.00,1089.231174
300.00,300.00,1018.435362
330.00,300.00,942.423128
360.00,300.00,869.071297
390.00,300.00,799.343079
420.00,300.00,733.528556
450.00,300.00,672.229349
480.00,300.00,615.475486
510.00,300.00,562.906582
540.00,300.00,514.776098
570.00,300.00,470.949743
600.00,300.00,430.749375
630.00,300.00,394.177950
660.00,300.00,360.961900
690.00,300.00,330.825200
720.00,300.00,303.506035
750.00,300.00,278.750502
780.00,300.00,256.176895
810.00,300.00,235.778102
840.00,300.00,217.772076
870.00,300.00,201.472987
900.00,300.00,186.633986
930.00,300.00,173.071429
960.00,300.00,160.688473
990.00,300.00,149.374296
1020.00,300.00,139.008952
1050.00,300.00,129.522792
1080.00,300.00,120.817441
1110.00,300.00,112.835945
1140.00,300.00,105.511162
1170.00,300.00,98.755363
1200.00,300.00,92.518556
1230.00,300.00,86.802805
1260.00,300.00,81.503365
1290.00,300.00,76.606334
1320.00,300.00,72.086697
1350.00,300.00,67.768164
1380.00,300.00,63.363970
1410.00,300.00,59.296111
1440.00,300.00,55.527805
1470.00,300.00,52.089390
1500.00,300.00,48.896883
-1500.00,330.00,48.261907
-1470.00,330.00,51.366746
-1440.00,330.00,54.766046
-1410.00,330.00,58.428122
-1380.00,330.00,62.378032
-1350.00,330.00,66.709723
-1320.00,330.00,71.057175
-1290.00,330.00,75.472682
-1260.00,330.00,80.241950
-1230.00,330.00,85.385986
-1200.00,330.00,90.989655
-1170.00,330.00,97.020437
-1140.00,330.00,103.586217
-1110.00,330.00,110.696655
-1080.00,330.00,118.451224
-1050.00,330.00,126.831732
-1020.00,330.00,136.020755
-990.00,330.00,145.990327
-960.00,330.00,156.874314
-930.00,330.00,168.767099
-900.00,330.00,181.769270
-870.00,330.00,195.967543
-840.00,330.00,211.506197
-810.00,330.00,228.531464
-780.00,330.00,247.711896
-750.00,330.00,269.046103
-720.00,330.00,292.381685
-690.00,330.00,318.063797
-660.00,330.00,346.441183
-630.00,330.00,377.363602
-600.00,330.00,411.290898
-570.00,330.00,448.613809
-540.00,330.00,489.160890
-510.00,330.00,533.254592
-480.00,330.00,581.131308
-450.00,330.00,632.904061
-420.00,330.00,688.366517
-390.00,330.00,747.406065
-360.00,330.00,809.903930
-330.00,330.00,875.213698
-300.00,330.00,942.418982
-270.00,330.00,1010.981278
-240.00,330.00,1074.120049
-210.00,330.00,1132.546285
-180.00,330.00,1187.727851
-150.00,330.00,1237.880741
-120.00,330.00,1281.611857
-90.00,330.00,1317.475937
-60.00,330.00,1344.129367
-30.00,330.00,1360.623861
0.00,330.00,1366.080670
30.00,330.00,1360.623861
60.00,330.00,1344.129367
90.00,330.00,1317.475937
120.00,330.00,1281.611857
150.00,330.00,1237.880741
180.00,330.00,1187.727851
210.00,330.00,1132.546285
240.00,330.00,1074.120049
270.00,330.00,1010.981278
300.00,330.00,942.418982
330.00,330.00,875.213698
360.00,330.00,809.903930
390.00,330.00,747.406065
420.00,330.00,688.366517
450.00,330.00,632.904061
480.00,330.00,581.131308
510.00,330.00,533.254592
540.00,330.00,489.160890
570.00,330.00,448.613809
600.00,330.00,411.290898
630.00,330.00,377.363602
660.00,330.00,346.441183
690.00,330.00,318.063797
720.00,330.00,292.381685
750.00,330.00,269.046103
780.00,330.00,247.711896
810.00,330.00,228.531464
840.00,330.00,211.506197
870.00,330.00,195.967543
900.00,330.00,181.769270
930.00,330.00,168.767099
960.00,330.00,156.874314
990.00,330.00,145.990327
1020.00,330.00,136.020755
1050.00,330.00,126.831732
1080.00,330.00,118.451224
1110.00,330.00,110.696655
1140.00,330.00,103.586217
1170.00,330.00,97.020437
1200.00,330.00,90.989655
1230.00,330.00,85.385986
1260.00,330.00,80.241950
1290.00,330.00,75.472682
1320.00,330.00,71.057175
1350.00,330.00,66.709723
1380.00,330.00,62.378032
1410.00,330.00,58.428122
1440.00,330.00,54.766046
1470.00,330.00,51.366746
1500.00,330.00,48.261907
-1500.00,360.00,47.564009
-1470.00,360.00,50.631329
-1440.00,360.00,53.930642
-1410.00,360.00,57.482375
-1380.00,360.00,61.372966
-1350.00,360.00,65.569275
-1320.00,360.00,69.961691
-1290.00,360.00,74.267262
-1260.00,360.00,78.902428
-1230.00,360.00,83.919694
-1200.00,360.00,89.343313
-1170.00,360.00,95.185778
-1140.00,360.00,101.552538
-1110.00,360.00,108.438831
-1080.00,360.00,115.892808
-1050.00,360.00,124.017134
-1020.00,360.00,132.844444
-990.00,360.00,142.422633
-960.00,360.00,152.883298
-930.00,360.00,164.271223
-900.00,360.00,176.676002
-870.00,360.00,190.242254
-840.00,360.00,205.005519
-810.00,360.00,221.129790
-780.00,360.00,239.005300
-750.00,360.00,259.046223
-720.00,360.00,281.061059
-690.00,360.00,305.227898
-660.00,360.00,331.556379
-630.00,360.00,360.201217
-600.00,360.00,391.736516
-570.00,360.00,426.096119
-540.00,360.00,463.187212
-510.00,360.00,503.625570
-480.00,360.00,547.082791
-450.00,360.00,593.876768
-420.00,360.00,643.879925
-390.00,360.00,696.530999
-360.00,360.00,752.113059
-330.00,360.00,809.771281
-300.00,360.00,869.067287
-270.00,360.00,928.983706
-240.00,360.00,988.589708
-210.00,360.00,1044.432198
-180.00,360.00,1093.021918
-150.00,360.00,1136.690437
-120.00,360.00,1174.548065
-90.00,360.00,1205.502290
-60.00,360.00,1228.379563
-30.00,360.00,1242.583143
0.00,360.00,1247.377443
30.00,360.00,1242.583143
60.00,360.00,1228.379563
90.00,360.00,1205.502290
120.00,360.00,1174.548065
150.00,360.00,1136.690437
180.00,360.00,1093.021918
210.00,360.00,1044.432198
240.00,360.00,988.589708
270.00,360.00,928.983706
300.00,360.00,869.067287
330.00,360.00,809.771281
360.00,360.00,752.113059
390.00,360.00,696.530999
420.00,360.00,643.879925
450.00,360.00,593.876768
480.00,360.00,547.082791
510.00,360.00,503.625570
540.00,360.00,463.187212
570.00,360.00,426.096119
600.00,360.00,391.736516
630.00,360.00,360.201217
660.00,360.00,331.556379
690.00,360.00,305.227898
720.00,360.00,281.061059
750.00,360.00,259.046223
780.00,360.00,239.005300
810.00,360.00,221.129790
840.00,360.00,205.005519
870.00,360.00,190.242254
900.00,360.00,176.676002
930.00,360.00,164.271223
960.00,360.00,152.883298
990.00,360.00,142.422633
1020.00,360.00,132.844444
1050.00,360.00,124.017134
1080.00,360.00,115.892808
1110.00,360.00,108.438831
1140.00,360.00,101.552538
1170.00,360.00,95.185778
1200.00,360.00,89.343313
1230.00,360.00,83.919694
1260.00,360.00,78.902428
1290.00,360.00,74.267262
1320.00,360.00,69.961691
1350.00,360.00,65.569275
1380.00,360.00,61.372966
1410.00,360.00,57.482375
1440.00,360.00,53.930642
1470.00,360.00,50.631329
1500.00,360.00,47.564009
-1500.00,390.00,46.857906
-1470.00,390.00,49.832447
-1440.00,390.00,53.056220
-1410.00,390.00,56.493979
-1380.00,390.00,60.319479
-1350.00,390.00,64.378036
-1320.00,390.00,68.736700
-1290.00,390.00,72.976357
-1260.00,390.00,77.482012
-1230.00,390.00,82.354399
-1200.00,390.00,87.603391
-1170.00,390.00,93.288195
-1140.00,390.00,99.409580
-1110.00,390.00,106.034596
-1080.00,390.00,113.240252
-1050.00,390.00,121.067027
